"fecha_de_registro","referencia_de_la_oferta","identificador_de_la_oferta","valor_de_la_oferta","entidad_compradora","nit_entidad_compradora","moneda","descripcion_del_procedimiento","referencia_del_proceso","id_del_proceso_de_compra","modalidad","invitacion_directa","nombre_proveedor","nit_del_proveedor","codigo_entidad","codigo_proveedor"
"2020-10-16T00:00:00.000","ESPOL  Impresos y POP  CASSA","CO1.RPL.1757112","23738000","ESPOL","800226849","COP","PRESTACIÓN DEL SERVICIO DE IMPRESIÓN DE LIBROS TRABAJOS TIPOGRÁFICOS Y MATERIAL POP","PN ESPOL MIC 017 2020","CO1.BDOS.1505386","Mínima cuantía","No","cassacreativa","800053692","701695355","701101156"
"2021-05-03T00:00:00.000","PN ESPOL CD 013 2021","CO1.RPL.2064700","236418000","ESPOL","800226849","COP","SERVICIO INTEGRAL DE APOYO LOGÍSTICO DE EVENTOS Y LAS ACTIVIDADES DE BIENESTAR PARA EL MEJORAMIENTO DE LA CALIDAD DE VIDA DEL PERSONAL QUE CONFORMA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL CD 013 2021","CO1.BDOS.1938928","Contratación Directa (con ofertas)","Si","FONDO ROTATORIO DE LA POLICIA NACIONAL","860020227","701695355","700985013"
"2022-07-15T00:00:00.000","EM SEGURITECH ESPOL","CO1.RPL.2865905","3855403600","ESPOL","800226849","COP","ADQUISICIÓN ACTUALIZACIÓN INSTALACIÓN INTEGRACIÓN Y MANTENIMIENTO DEL CIRCUITO CERRADO DE TELEVISIÓN CCTV","PN ESPOL SIP 024 2022","CO1.BDOS.3027351","Solicitud de información a los Proveedores","No","SEGURITECH COLOMBIA SAS","901202687","701695355","710077520"
"2022-11-02T00:00:00.000","01INNATEL SAS BIC","CO1.RPL.3054274","171990000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A LOS COMPONENTES QUE CONFORMAN LA RED LAN Y ADQUISICIÓN CONFIGURACIÓN Y PUESTA EN FUNCIONAMIENTO DE EQUIPOS ACTIVOS DE RED PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SA MC 003 2022 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.3373876","Selección Abreviada de Menor Cuantía","Si","Innatel Ltda","9001717495","701695355","706194131"
"2022-08-29T00:00:00.000","PN ESPOL MIC 012 2022  STRATEGY SAS","CO1.RPL.2947520","48857841","ESPOL","800226849","COP","SERVICIO DE IMPRESIÓN TRABAJOS TIPOGRÁFICOS MATERIAL DE MERCHANDISING Y MANTENIMIENTO DE GALERÍA DE EX DIRECTORES","PN ESPOL MIC 012 2022","CO1.BDOS.3146168","Mínima cuantía","No","STRATEGY SAS","830053792","701695355","700794092"
"2022-11-11T00:00:00.000","CAFPN ESPOL MIC 013 2022","CO1.RPL.3085018","70000000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE EQUIPOS AUDIOVISUALES Y EQUIPOS DE COMPUTO DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 013 2022","CO1.BDOS.3484639","Mínima cuantía","No","Grupo Caf tecnologia","901238371","701695355","706567195"
"2017-11-22T00:00:00.000","OFERTA SEGURIDAD PERCOL PROCESO PN ESPOL MIC 013 2017","CO1.RPL.365309","25772000","ESPOL","800226849","COP","ADQUISICIÓN INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE BARRERAS VEHICULARES  TALANQUERAS PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 013 2017","CO1.BDOS.249342","Mínima cuantía","No","SEGURIDAD PERCOL SAS","9002305976","701695355","700789068"
"2023-03-16T00:00:00.000","COTIZACION IMAGENES DIAGNOSTICAS 2023 POLICIA","CO1.RPL.3278289","144944158","REGIONAL DE ASEGURAMIENTO EN SALUD NO 2","900419719","COP","PRESTACIÓN DEL SERVICIO INTEGRAL DE IMÁGENES DIAGNOSTICAS DE ALTA MEDIANA Y BAJA COMPLEJIDAD SERVICIOS DE TOMA Y LECTURA DE RESONANCIAS MAGNÉTICAS PARA LOS USUARIOS DEL SUBSISTEMA DE SALUD DE LA POLICÍA NACIONAL EN LA REGIONAL DE ASEGURAMIENTO EN SALUD No 2","SIP 057 2023 RASES No 2","CO1.BDOS.4122883","Solicitud de información a los Proveedores","Si","CENTRO DE IMÁGENES DIAGNOSTICAS CEIDM IPS SAS","900559103","702459025","703843334"
"2021-03-03T00:00:00.000","ESPOL  OFERTA SISTEMA AUDIOVISUAL F","CO1.RPL.1959934","45039000","ESPOL","800226849","COP","ADQUISICIÓN INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE SISTEMA AUDIOVISUAL PARA AULAS","PN ESPOL MIC 004 2021","CO1.BDOS.1803506","Mínima cuantía","No","SECVIDEO","830005066","701695355","701365215"
"2020-11-30T00:00:00.000","HERNANDO PEDREROS BALAGUERA II","CO1.RPL.1838640","48114320","ESPOL","800226849","COP","ADQUISICIÓN E INSTALACIÓN A TODO COSTO DE CORTINAS","PN ESPOL MIC 021 2020","CO1.BDOS.1578794","Mínima cuantía","No","HERNANDO PEDREROS BALAGUERA","79634441","701695355","711791350"
"2021-12-13T00:00:00.000","PN ESPOL MIC 027 2021 copia","CO1.RPL.2502748","39682335","ESPOL","800226849","COP","ADQUISICIÓN E INSTALACIÓN DE MOBILIARIO Y ENSERES","PN ESPOL MIC 027 2021","CO1.BDOS.2437303","Mínima cuantía","No","GLORIA ELIZABETH OSORIO BENAVIDES","51937871","701695355","700815384"
"2018-11-22T00:00:00.000","MTTO AIRES ESPOL","CO1.RPL.766189","2900000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE AIRES ACONDICIONADOS DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 022 2018","CO1.BDOS.600879","Mínima cuantía","No","MCN INGENIERIA SAS","900876959","701695355","701207078"
"2020-10-06T00:00:00.000","Oferta Expertic  ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","CO1.RPL.1738423","4360318","ESPOL","800226849","COP","ADQUISICIÓN DE LICENCIAS SUITE ADOBE CREATIVE CLOUD","PN ESPOL MIC 015 2020","CO1.BDOS.1477878","Mínima cuantía","No","EXPERTIC SAS","901008647","701695355","701824088"
"2020-07-09T00:00:00.000","INVITACIÓN PÚBLICA NO PN ESPOL MIC 006 2020","CO1.RPL.1589117","8939700","ESPOL","800226849","COP","ADQUISICIÓN DE ELEMENTOS PARA LA PREVENCIÓN ATENCIÓN Y MITIGACIÓN DE LA EMERGENCIA SANITARIA PROVOCADA POR EL COVID19 Fumigadora con motor eléctrico Dispensador gel antibacterial automático Mascara respiradora de rostro completo y Guantes de poliuretano","PN ESPOL MIC 006 2020","CO1.BDOS.1322733","Mínima cuantía","No","SUMINISTROS INTEGRALES ALIANZA LTDA","900029900","701695355","701256059"
"2023-04-25T00:00:00.000","PN ESPOL SIP 016 2023","CO1.RPL.3359778","30000000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE EQUIPOS AUDIOVISUALES Y EQUIPOS DE COMPUTO DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SIP 016 2023","CO1.BDOS.4325115","Solicitud de información a los Proveedores","No","Electronica y montajes","900312689","701695355","711033696"
"2018-06-26T00:00:00.000","CRH ESPOL","CO1.RPL.592069","63000000","ESPOL","800226849","COP","Prestación de servicio de jardinería tratamiento y manejo silvicultural","PN ESPOL MIC 011 2018","CO1.BDOS.448591","Mínima cuantía","No","CRH MANTENIMIENTO SAS","900251672","701695355","700846082"
"2023-05-06T00:00:00.000","MRAGIMC0112023","CO1.RPL.3379807","29700000","MUNICIPIO DE RAMIRIQUI","891801280","COP","ADQUISICIÓN DE COMPUTADORES IMPRESORAS Y ESCÁNERES PARA EL FORTALECIMIENTO DE LAS DIFERENTES AREAS EN LA IMPLEMENTACION DE LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES EN EL MUNICIPIO DE RAMIRIQUÍ BOYACÁ","MRAGIMC0112023","CO1.BDOS.4366439","Mínima cuantía","No","CONTABLE Y COMPUTO LTDA","900133112","703769927","703629857"
"2018-06-27T00:00:00.000","NTERVENTORÍA TÉCNICO ADMINISTRATIVA FINANCIERA LEGAL Y AMBIENTAL PARA LA TERMINACIÓN CONSTRUCCIÓN Y DOTACIÓN 01 BLOQUE DE AULAS  CENTRO DE CONVENCIONES COMPLEJO ESPOL  UNAL BTA ING","CO1.RPL.593506","330000000","ESPOL","800226849","COP","INTERVENTORÍA TÉCNICO ADMINISTRATIVA FINANCIERA LEGAL Y AMBIENTAL PARA LA TERMINACIÓN CONSTRUCCIÓN Y DOTACIÓN 01 BLOQUE DE AULAS  CENTRO DE CONVENCIONES COMPLEJO ESPOL A PRECIOS UNITARIOS FIJOS SIN FÓRMULA DE REAJUSTE","PN ESPOL CD 028 2018","CO1.BDOS.453593","Contratación Directa (con ofertas)","Si","UNIVERSIDAD NACIONAL DE COLOMBIA","899999063","701695355","700698038"
"2022-11-25T00:00:00.000","PN ESPOL MIC 014 2022","CO1.RPL.3114903","17498600","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LA RED CONTRA INCENDIOS EQUIPO DE BOMBEO MODULAR DE AGUA NEBULIZADA EQUIPO HIDRONEUMÁTICO Y EQUIPO HIDROFLO DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 014 2022","CO1.BDOS.3540250","Mínima cuantía","No","MAZU SERVICIOS INTEGRALES SAS","901362906","701695355","709328025"
"2023-05-01T00:00:00.000","ECOHIGIENE SANEAMIENTO BASICO AMBIENTAL 23000550 H3","CO1.RPL.3371341","58380000","AEROCIVIL","899999059","COP","REALIZAR LAS ACTIVIDADES DE DESINFECCIÓN NECESARIAS PARA MITIGAR Y CONTROLAR EL RIESGO SANITARIO EN LOS AEROPUERTOS ADSCRITOS A LA REGIONAL AERONAUTICA NORORIENTE","23000550 H3","CO1.BDOS.4337838","Mínima cuantía","No","Pearye Erison Gonzalez Caro","7164147","701110272","700735012"
"2019-09-18T00:00:00.000","MANTENIMIENTO VIAL PIZARRO","CO1.RPL.1174896","160000000","ESPOL","800226849","COP","MANTENIMIENTO DE MALLA VÍAL DE LA ESCUELA DE POSGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO A PRECIOS UNITARIOS FIJOS SIN FÓRMULA DE REAJUSTE","PN ESPOL SA MC 003  2019 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.915001","Selección Abreviada de Menor Cuantía","Si","SERVICIOS PROFESIONALES DE INGENIERIA LTDA","830107678","701695355","701294159"
"2020-12-11T00:00:00.000","PN ESPOL MIC 024 2020 siosas","CO1.RPL.1853936","51170570","ESPOL","800226849","COP","ADQUISICIÓN E INSTALACIÓN A TODO COSTO DE CORTINAS","PN ESPOL MIC 024 2020","CO1.BDOS.1599727","Mínima cuantía","No","SOLUCIONES INTEGRALES DE OFICINA SAS","830080652","701695355","701049082"
"2023-04-03T00:00:00.000","PN ESPOL MIC 005 2023","CO1.RPL.3317849","9458200","ESPOL","800226849","COP","ADQUISICIÓN DE PORTADIPLOMAS","PN ESPOL MIC 005 2023","CO1.BDOS.4220795","Mínima cuantía","No","LITTLE MONKEY BTL SAS","900984675","701695355","702451410"
"2019-09-25T00:00:00.000","GOBERNACION MOBILIARIO ANTIOQUIA","CO1.RPL.1186208","1499904857","DEPARTAMENTO DE ANTIOQUIA","890900286","COP","ADQUIRIR MOBILIARIO ESCOLAR PARA ESTABLECIMIENTOS EDUCATIVOS OFICIALES DE MUNICIPIOS NO CERTIFICADOS DEL DEPARTAMENTO DE ANTIOQUIA","10288 Presentación de oferta","CO1.BDOS.923132","Selección abreviada subasta inversa","No","DELGADO Y VERGARA SAS","811000113","700256027","700774045"
"2021-11-12T00:00:00.000","SEGURIDAD PERCOL PN ESPOL MIC 019 2021","CO1.RPL.2438307","11900000","ESPOL","800226849","COP","ADQUISICIÓN INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE UN CCTV PARA UNAS DEPENDENCIAS DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 019 2021","CO1.BDOS.2362094","Mínima cuantía","No","SEGURIDAD PERCOL SAS","9002305976","701695355","700789068"
"2022-09-26T00:00:00.000","PNESPOLSAMC0022022UNINGECOLSA","CO1.RPL.2998781","1392054716","ESPOL","800226849","COP","MANTENIMIENTO REDES ELÉCTRICAS SUBTERRANIZACIÓN MEDIA TENSIÓN FASE IV INCLUYE ACOMETIDAS ELÉCTRICAS INSTALACIÓN DE TRANSFORMADOR TABLEROS DE DISTRIBUCIÓN Y ALUMBRADO PÚBLICO A PRECIOS UNITARIOS FIJOS SIN FORMULA DE REAJUSTE","PN ESPOL SA MC 002 2022 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.3200218","Selección Abreviada de Menor Cuantía","Si","UNINGECOL SA","900176059","701695355","702141128"
"2018-06-25T00:00:00.000","SCA INGENIEROS SAS","CO1.RPL.589503","62000000","ESPOL","800226849","COP","Prestación de servicio de jardinería tratamiento y manejo silvicultural","PN ESPOL MIC 011 2018","CO1.BDOS.448591","Mínima cuantía","No","SOLUCIONES CONSTRUCTIVAS Y AMBIENTALES SAS","9005798758","701695355","704718147"
"2018-05-07T00:00:00.000","TALANQUERAS VEHICULARES ESCUELA DE POSTGRADOS","CO1.RPL.526067","38000000","ESPOL","800226849","COP","ADQUISICIÓN TALANQUERAS VEHICULARES PARA CONTROL DE ACCESO","PN ESPOL MIC 006 2018","CO1.BDOS.406546","Mínima cuantía","No","AA INGENIERIA SAS","900650723","701695355","702350844"
"2018-11-16T00:00:00.000","arnf","CO1.RPL.764262","68655000","ESPOL","800226849","COP","PRESTACIÓN DE SERVICIO DE JARDINERÍA TRATAMIENTO Y MANEJO SILVICULTURAL","PN ESPOL MIC 020 2018","CO1.BDOS.601544","Mínima cuantía","No","ARNULFO PELAEZ RODRIGUEZ","12255809","701695355","703905588"
"2023-02-07T00:00:00.000","ESPOL  MEGACAD  COTIZACIÓN","CO1.RPL.3217680","17024250","ESPOL","800226849","COP","ADQUISICIÓN DE LICENCIAS SUITE ADOBE CREATIVE CLOUD","PN ESPOL SIP 004 2023","CO1.BDOS.3933388","Solicitud de información a los Proveedores","Si","MEGACAD INGENIERÍA Y SISTEMAS SAS","805008189","701695355","704284975"
"2023-05-06T00:00:00.000","LINA BERRIO","CO1.RPL.3379232","61230000","RASES N6","811032059","COP","PRESTACIÓN DE LOS SERVICIOS DE SALUD EN CONSULTA Y PROCEDIMIENTOS POR ODONTOLOGÍA ESPECIALIZADA EN PERIODONCIA ODONTOPEDIATRIA Y CIRUGÍA ORAL","PN COTIZACION RASES 6 1052023","CO1.BDOS.4346022","Solicitud de información a los Proveedores","No","LINA MARIA  BERRIO GUTIERREZ","43732341","702475021","704216548"
"2022-08-18T00:00:00.000","PROPUESTA SIPCO SAS REF PN ESPOL MIC 009 2022","CO1.RPL.2927494","60000000","ESPOL","800226849","COP","PRESTACIÓN DEL SERVICIO TRATAMIENTO DE SILVICULTURA EN LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 009 2022","CO1.BDOS.3137916","Mínima cuantía","No","SIPCO SAS","900340270","701695355","700747025"
"2023-05-05T00:00:00.000","SILAP GIRARDOTA","CO1.RPL.3377803","178633995","ALCALDIA DE GIRARDOTA","890980807","COP","ACCIONES PARA LA CREACIÓN DEL SISTEMA  LOCAL DE ÁREAS PROTEGIDAS  SILAP DEL  MUNICIPIO DE GIRARDOTA","5308CI0222023","CO1.BDOS.4358744","Contratación Directa (con ofertas)","Si","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","890980136","704694173","703036467"
"2018-12-06T00:00:00.000","JEPCMC262018","CO1.RPL.791267","11400240","JURISDICCION ESPECIAL DE PAZ","901140004","COP","ADQUISICIÓN DE LICENCIAS DE ADOBE CREATIVE CLOUD COMPLETA  GOBIERNO  MULTIPLATAFORMA POR SUSCRIPCIÓN PARA LA JURISDICCIÓN ESPECIAL PARA LA PAZ  JEP","JEPCMC262018","CO1.BDOS.617909","Mínima cuantía","No","BIM LATINOAMERICA SAS","900987336","703840058","702662305"
"2023-05-04T00:00:00.000","ALC MAYOR DE BOGOTÁ SGACD6252023 OFERTA SECOP II","CO1.RPL.3375708","299995787","SECRETARÍA GENERAL DE LA ALCALDÍA MAYOR DE BOGOTÁ","899999061","COP","Proveer una plataforma omnicanal de orquestación que permita la integración de servicios distritales facilitando el escalamiento técnico de la plataforma Gobierno Abierto Bogotá para potenciar los pilares de transparencia participación y colaboración","SGACD6252023","CO1.BDOS.4363611","Contratación Directa (con ofertas)","Si","Empresa de Telecomunicaciones de Bogota ETB SA ESP","899999115","700218068","700087034"
"2020-10-20T00:00:00.000","PIXELAR PN ESPOL MIC 017 2020","CO1.RPL.1759790","19254990","ESPOL","800226849","COP","PRESTACIÓN DEL SERVICIO DE IMPRESIÓN DE LIBROS TRABAJOS TIPOGRÁFICOS Y MATERIAL POP","PN ESPOL MIC 017 2020","CO1.BDOS.1505386","Mínima cuantía","No","PIXELAR SAS","900859067","701695355","706930203"
"2020-12-10T00:00:00.000","IASPN ESPOL MIC 023 2020MANTENIMENTOS","CO1.RPL.1856059","40000000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO AL MOBILIARIO DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 023 2020","CO1.BDOS.1596218","Mínima cuantía","No","INVERSIONES ARCHIVOS Y SERVICIOS SAS","830027337","701695355","702196213"
"2020-10-20T00:00:00.000","LIBROS POP ESPOL","CO1.RPL.1762095","20726091","ESPOL","800226849","COP","PRESTACIÓN DEL SERVICIO DE IMPRESIÓN DE LIBROS TRABAJOS TIPOGRÁFICOS Y MATERIAL POP","PN ESPOL MIC 017 2020","CO1.BDOS.1505386","Mínima cuantía","No","JAVIER CARDENAS SOLUCIONES GRAFICAS SAS","901150513","701695355","706427184"
"2017-08-29T00:00:00.000","Suscripciones 2017  Escuela de Postgrados de la Policía","CO1.RPL.298003","674956","ESPOL","800226849","COP","SUSCRIPCIÓN REVISTAS PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 007 2017","CO1.BDOS.205503","Mínima cuantía","No","Publiciencia SAS","860531897","701695355","702493081"
"2023-02-15T00:00:00.000","UNIK SIP 0032023","CO1.RPL.3230885","525203731","ESPOL","800226849","COP","SUMINISTRO INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE CABLEADO ESTRUCTURADO ENLACES FIBRA ÓPTICA Y ADQUISICIÓN DE EQUIPOS ACTIVOS DE RED PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SIP 007 2023","CO1.BDOS.3980266","Solicitud de información a los Proveedores","No","UNIK SOLUCIONES CORPORATIVAS SAS","900852937","701695355","705610079"
"2017-11-09T00:00:00.000","CCTVESCUELA DE LA PONAL38 MILLBOGOTA","CO1.RPL.353426","25186850","ESPOL","800226849","COP","MANTENIMIENTO CIRCUITO CERRADO DE TELEVISIÓN DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 012 2017","CO1.BDOS.240133","Mínima cuantía","No","OFIMATICA SOLUCIONES SAS","9005316161","701695355","701462608"
"2022-04-13T00:00:00.000","redpolmaral","CO1.RPL.2690085","22300000","ESPOL","800226849","COP","SOLICITUD COTIZACIÓN  MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LA RED CONTRA INCENDIOS EQUIPO DE BOMBEO MODULAR DE AGUA NEBULIZADA  EQUIPO HIDRONEUMATICO Y EQUIPO HIDROFLO DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SIP 012 2022","CO1.BDOS.2892751","Solicitud de información a los Proveedores","No","MARAL INGENIERIA Y CONSULTORIA SAS","901129426","701695355","717506190"
"2020-07-31T00:00:00.000","MANTENIMIENTO TALANQUERAS ESPOL","CO1.RPL.1621360","15000000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE TALANQUERAS VEHICULARES DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 008 2020","CO1.BDOS.1363155","Mínima cuantía","No","AA INGENIERIA SAS","900650723","701695355","702350844"
"2022-12-25T00:00:00.000","IMPRESIONES PROVEDORES DEL SUR  CORPOAMAZONIA","CO1.RPL.3165145","22360000","CORPOAMAZONIA  CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA1","800252844","COP","Prestación de servicios de impresión de carpetas cartillas y otros elementos para realizar procesos de divulgación del programa de negocios verdes en el marco del proyecto identificado con código BPIN 2022011000005 Fortalecimiento de cadenas de valor de negocios verdes de los departamentos de Amazonas Caquetá y Putumayo en cumplimiento al Plan de Acción Institucional 20202023 Amazonias Vivas","MÍNIMA  0049  2022","CO1.BDOS.3659144","Mínima cuantía","No","PROVEEDORES DEL SUR","87066883","702721457","704187228"
"2018-05-24T00:00:00.000","PONAL ESPOL 00718 VM INNOVA","CO1.RPL.554469","26500000","ESPOL","800226849","COP","ADQUISICIÓN DE MOBILIARIO Y ENSERES","PN ESPOL MIC 007 2018","CO1.BDOS.408408","Mínima cuantía","No","VM INNOVA SAS","900109245","701695355","700406010"
"2019-08-16T00:00:00.000","Mantenimiento Redes EléctricasESPOLCONSTRUCTORA POLIOBRAS SAS","CO1.RPL.1119407","287565921","ESPOL","800226849","COP","MANTENIMIENTO REDES ELÉCTRICAS FASE II INCLUYE ACOMETIDAS ELÉCTRICAS TABLEROS DE DISTRIBUCIÓN Y ALUMBRADO PÚBLICO A PRECIOS UNITARIOS FIJOS SIN FORMULA DE REAJUSTE","PN ESPOL SA MC 001  2019 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.889421","Selección Abreviada de Menor Cuantía","Si","Constructora Poliobras SAS","8301089928","701695355","700235054"
"2023-05-04T00:00:00.000","IP202343","CO1.RPL.3370203","74356772","ALCALDIA DE PASTO","891280000","COP","El CONTRATISTA se compromete para con la Alcaldía Municipal de Pasto a prestar el servicio de instalación con suministro de appliance de seguridad informática perimetral con sistema operativo propietario del fabricante que sea del tipo Firewall de Nueva Generación","IP202343","CO1.BDOS.4332701","Mínima cuantía","No","GAMMA INGENIEROS SAS","891501783","700694094","700472079"
"2023-05-06T00:00:00.000","JAIME VARGAS","CO1.RPL.3379330","61230000","RASES N6","811032059","COP","PRESTACIÓN DE LOS SERVICIOS DE SALUD EN CONSULTA Y PROCEDIMIENTOS POR ODONTOLOGÍA ESPECIALIZADA EN PERIODONCIA ODONTOPEDIATRIA Y CIRUGÍA ORAL","PN COTIZACION RASES 6 1052023","CO1.BDOS.4346022","Solicitud de información a los Proveedores","No","JAIME ALBERTO VARGAS VILLEGAS","70563473","702475021","704258334"
"2021-11-18T00:00:00.000","PN ESPOL MIC 018 2021 SS CR SAS","CO1.RPL.2454948","28500000","ESPOL","800226849","COP","ADQUISICIÓN DE ELEMENTOS DE PAPELERÍA Y ÚTILES DE ESCRITORIO","PN ESPOL MIC 018 2021","CO1.BDOS.2380779","Mínima cuantía","No","S  S CR SAS","901000498","701695355","706365277"
"2020-10-29T00:00:00.000","WORLD MD PN ESPOL MIC 018 2020","CO1.RPL.1779449","6400000","ESPOL","800226849","COP","ADQUISICIÓN DE PUNTOS ECOLÓGICOS","PN ESPOL MIC 018 2020","CO1.BDOS.1519870","Mínima cuantía","No","Mosthye Vicente Medina Rodríguez  WORLD MD EFECTIVIDAD E INNOVACION","1102720365","701695355","700072028"
"2022-03-28T00:00:00.000","SUMINISTRO PC GOBERNACION DE NARIÑO PROVEDORES DEL SUR","CO1.RPL.2654670","3000000","GOBERNACION DE NARIÑO","800103923","COP","Adquisición de veinticinco 25 computadores portátiles para el cumplimiento de la acción No 04 del Plan de Acción de las Condiciones Especiales de Seguimiento y Giro del proyecto Fortalecimiento de la Cultura Ciudadana y Democrática en CTEI a través de la Investigación como estrategia pedagógica apoyada en TIC en el Departamento de Nariño con numero BPIN 2013000100104","IMC0152022","CO1.BDOS.2875742","Mínima cuantía","No","PROVEEDORES DEL SUR","87066883","700694045","704187228"
"2023-02-23T00:00:00.000","OFG DATAPN ESPOL MIC 003 2023","CO1.RPL.3245467","9600000","ESPOL","800226849","COP","ADQUISICIÓN DE LICENCIAS SUITE ADOBE CREATIVE CLOUD","PN ESPOL MIC 003 2023","CO1.BDOS.4013108","Mínima cuantía","No","DATASERVICIOS  COMUNICACIONES SAS","900834719","701695355","710177635"
